city,lat,lon,category,name,source
Cotonou,6.3847282,2.4028404,hospital,Saint Luc,OSM
Cotonou,6.3567717,2.3943096,hotel,Livinston,OSM
Cotonou,6.3888997,2.3754454,restaurant,BOBOSSO,OSM
Cotonou,6.3596192,2.3988136,restaurant,100 % PLAISIR,OSM
Cotonou,6.3566744,2.3928756,restaurant,Thai-Tanh II,OSM
Cotonou,6.3570172,2.397133,restaurant,Pura Vida,OSM
Cotonou,6.3538732,2.395847,restaurant,Mandarine,OSM
Cotonou,6.366241,2.424481,restaurant,Eidinimos,OSM
Cotonou,6.3651734,2.4231929,restaurant,chez maman Bignon,OSM
Cotonou,6.3744689,2.4112522,hotel,Hôtel KTA,OSM
Cotonou,6.3777975,2.4108333,hotel,Espace Ifedu,OSM
Cotonou,6.3774718,2.4746653,restaurant,Story lounge bar - restarant,OSM
Cotonou,6.3654875,2.4145259,school,École maternelle publique st Jean Cotonou,OSM
Cotonou,6.3650466,2.4279914,restaurant,Lion Indomptable,OSM
Cotonou,6.3878316,2.4436284,school,Complexe scolaire Bouba,OSM
Cotonou,6.3585206,2.4289428,hotel,Résidence Mosaly,OSM
Cotonou,6.385505,2.4049221,restaurant,MOYO LIO,OSM
Cotonou,6.3677172,2.4184705,restaurant,Planète Plus,OSM
Cotonou,6.3802937,2.4467346,hotel,Dembe Apart Hôtel,OSM
Cotonou,6.3614011,2.3738926,restaurant,Festival des Glaces,OSM
Cotonou,6.369055,2.4068833,restaurant,ETS Vikaya,OSM
Cotonou,6.3769719,2.3956606,restaurant,Restaurant le Lapin,OSM
Cotonou,6.377585,2.3944844,restaurant,Alba Résidence,OSM
Cotonou,6.363175,2.4215614,school,Complexe Scolaire Calin'Ours,OSM
Cotonou,6.3816735,2.410955,restaurant,Attiekèdrome,OSM
Cotonou,6.3797918,2.3984946,hotel,Hôtel à vedoko,OSM
Cotonou,6.3849252,2.4160283,school,École la RÉFÉRENCE,OSM
Cotonou,6.3725763,2.412968,restaurant,restaurant ivoirien,OSM
Cotonou,6.3647657,2.4283105,restaurant,Sénégalais Tchep,OSM
Cotonou,6.3698869,2.4200082,restaurant,Restaurant Sénégalais,OSM
Cotonou,6.3490205,2.4032908,hotel,Golden Tulip,OSM
Cotonou,6.367373,2.4214899,hotel,Hôtel de France,OSM
Cotonou,6.3514326,2.4336265,restaurant,Maquis du PORT,OSM
Cotonou,6.3660027,2.4435204,restaurant,Maquis Le Kedjenou,OSM
Cotonou,6.363058,2.4108364,restaurant,Restaurant Chez Dé Dé,OSM
Cotonou,6.3764134,2.4510108,restaurant,Chez YOVO Chercheur,OSM
Cotonou,6.3618285,2.4031496,restaurant,Saveur Royale,OSM
Cotonou,6.3625664,2.4774291,hotel,Hôtel Elim,OSM
Cotonou,6.3609703,2.3970021,restaurant,Restaurant Chez Maman José,OSM
Cotonou,6.3920659,2.364839,pharmacy,pharmarcie kindonnou,OSM
Cotonou,6.3597442,2.43551,hotel,New Rivoli Hôtel Bénin,OSM
Cotonou,6.36613,2.475729,pharmacy,Pharmaquick,OSM
Cotonou,6.353146,2.3647488,restaurant,Villa Kaya,OSM
Cotonou,6.3535166,2.3908688,restaurant,COSY POOL,OSM
Cotonou,6.3896045,2.3812714,school,Complexe scolaire Félix Houphët Boigny (Maternel et primaire),OSM
Cotonou,6.3885967,2.3827078,school,Complexe scolaire Baptiste sois un model,OSM
Cotonou,6.3872847,2.382608,restaurant,Bar Restaurant Oasis des délices,OSM
Cotonou,6.3929882,2.3778286,restaurant,Chez nangan,OSM
Cotonou,6.3869133,2.3819933,school,Complexe scolaire Félix Houphët Boigny (Primaire et secondaire),OSM
Cotonou,6.3881138,2.3794789,school,IMA : Institut de Multimédia Appliqué,OSM
Cotonou,6.3884388,2.3800907,school,Complexe Scolaire Catholique PADRE PIO,OSM
Cotonou,6.3900824,2.3790512,school,École maternelle primaire LA Ronde,OSM
Cotonou,6.3893073,2.3857104,school,Complexe Scolaire Henri Ahoyo,OSM
Cotonou,6.3902684,2.3857847,hospital,CABINET DE SOIN EX CRASIB ONG D,OSM
Cotonou,6.3898168,2.3870696,restaurant,Dimension Locale,OSM
Cotonou,6.3906159,2.3851954,hospital,Clinique Sainte Gerarda,OSM
Cotonou,6.3899411,2.3786907,restaurant,Bar restaurant chez Dinos,OSM
Cotonou,6.3907196,2.3778523,school,Complexe scolaire universitaire clé de la réussite,OSM
Cotonou,6.3910228,2.3785571,school,École maternelle et primaire Émilie de Villeneuve,OSM
Cotonou,6.3900484,2.379747,school,GRACE VINE School,OSM
Cotonou,6.3765312,2.4497127,restaurant,MALIBOU II (Ignames pilés),OSM
Cotonou,6.3636442,2.4100061,restaurant,AKWAABA,OSM
Cotonou,6.3574387,2.3690829,restaurant,Moonlight Rooftop,OSM
Cotonou,6.3622122,2.3969896,restaurant,Le Qube,OSM
Cotonou,6.3668659,2.4139144,restaurant,restaurant_unnamed,OSM
Cotonou,6.3817387,2.4112905,restaurant,restaurant_unnamed,OSM
Cotonou,6.3540862,2.3701809,restaurant,Chez Nous,OSM
Cotonou,6.3602688,2.453949,restaurant,Le KIDOU,OSM
Cotonou,6.3698114,2.4149735,restaurant,Cuisine du chef,OSM
Cotonou,6.3730636,2.4050902,hotel,Très jolie,OSM
Cotonou,6.3713697,2.3602526,hotel,Résidence Ivoire,OSM
Cotonou,6.3580837,2.4357489,school,Ecole urbaine centre,OSM
Cotonou,6.3593758,2.432409,hotel,Golden BED,OSM
Cotonou,6.3610769,2.3976704,hotel,Hôtel les Horizons,OSM
Cotonou,6.3890699,2.4454373,school,Complexe Scolaire Ciracide,OSM
Cotonou,6.354562,2.3650693,restaurant,Le Merlin,OSM
Cotonou,6.3548817,2.4189825,hotel,hotel_unnamed,OSM
Cotonou,6.3545445,2.4232164,hotel,hotel_unnamed,OSM
Cotonou,6.3797729,2.3790046,restaurant,KP foods,OSM
Cotonou,6.3608466,2.4132921,restaurant,Chez Maman Aimée,OSM
Cotonou,6.3721829,2.4788198,pharmacy,Siloé Dégakon,OSM
Cotonou,6.351816,2.3616592,restaurant,Piment Rouge,OSM
Cotonou,6.356593,2.3919057,restaurant,Antika,OSM
Cotonou,6.3703232,2.4436332,restaurant,restaurant_unnamed,OSM
Cotonou,6.3626375,2.4251736,restaurant,Maquis chez Rach,OSM
Cotonou,6.3636651,2.4083193,pharmacy,Pharmacie de Gbegamey,OSM
Cotonou,6.3671418,2.412843,restaurant,Restaurant the Meet's story,OSM
Cotonou,6.3645568,2.4094106,restaurant,Mice Cream,OSM
Cotonou,6.3744132,2.4138776,restaurant,Chez Dagan,OSM
Cotonou,6.3679227,2.3899426,hospital,Maison Saint Jean de Dieu,OSM
Cotonou,6.3857986,2.3840374,restaurant,Chez Flora Food,OSM
Cotonou,6.3597396,2.4384774,restaurant,La Pirogue,OSM
Cotonou,6.3494625,2.3937134,hotel,Sofitel Cotonou Marina Hotel & Spa,OSM
Cotonou,6.3557352,2.4013583,restaurant,Restaurant viande de porc,OSM
Cotonou,6.3496126,2.3865425,atm,Bank of Africa,OSM
Cotonou,6.3779912,2.3843033,restaurant,Albertine food (Attieke),OSM
Cotonou,6.3515441,2.4201298,hotel,Hotel Tamarin,OSM
Cotonou,6.3577461,2.3668613,restaurant,Café Antoine,OSM
Cotonou,6.3578225,2.3702575,pharmacy,Pharmacie la Madone,OSM
Cotonou,6.3547035,2.3655728,restaurant,Le Resto,OSM
Cotonou,6.3687444,2.4012952,restaurant,Bomiwordrome,OSM
Cotonou,6.3801926,2.3838267,restaurant,Chez Maman Paterne,OSM
Cotonou,6.3821461,2.4030434,restaurant,LA GRACE DIVINE CHEZ SOEUR VEE,OSM
Cotonou,6.3724407,2.4493092,restaurant,AfroSnacks,OSM
Cotonou,6.3580548,2.3717463,restaurant,Le Saloon,OSM
Cotonou,6.3926015,2.3975749,restaurant,La Scène du Chef,OSM
Cotonou,6.3569013,2.4067847,hotel,CODIAM,OSM
Cotonou,6.3569835,2.4048402,school,Collège Catholique Père Aupiais,OSM
Cotonou,6.3589881,2.4168853,school,CEG de Gbegamey,OSM
Cotonou,6.3600007,2.4165177,school,Ecole Primaire Publique de Gbegamey,OSM
Cotonou,6.3522423,2.4127727,school,Institut Français du Bénin,OSM
Cotonou,6.3771717,2.4149525,school,school_unnamed,OSM
Cotonou,6.3901708,2.3985037,school,school_unnamed,OSM
Cotonou,6.3578672,2.4002818,school,school_unnamed,OSM
Cotonou,6.3917506,2.3615164,school,École Primaire Publique de Menontin,OSM
Cotonou,6.3776692,2.4718978,school,École primaire publique d'Avotrou,OSM
Cotonou,6.3738814,2.4618692,school,École primaire publique de N'vènamèdé,OSM
Cotonou,6.3568671,2.3940871,hotel,Livingstone,OSM
Cotonou,6.3556632,2.4144697,hospital,Hospitalisation,OSM
Cotonou,6.3558951,2.4150976,hospital,Hophtamologie,OSM
Cotonou,6.3556363,2.4149272,hospital,Cardiologie,OSM
Cotonou,6.3559068,2.4144911,hospital,ORL,OSM
Cotonou,6.3561039,2.4149646,hospital,Hôpital d'instructions des Armées,OSM
Cotonou,6.3615763,2.3998697,hospital,CRES IRM,OSM
Cotonou,6.3653723,2.4417024,hospital,hospital_unnamed,OSM
Cotonou,6.3526031,2.4374562,restaurant,L'imprévu,OSM
Cotonou,6.3681199,2.4506755,school,school_unnamed,OSM
Cotonou,6.3803233,2.4566689,school,school_unnamed,OSM
Cotonou,6.3900724,2.3652683,hospital,Hôpital de Menontin,OSM
Cotonou,6.3762628,2.3826874,school,École primaire publique d'Ahogbohoué,OSM
Cotonou,6.3779742,2.3796296,hotel,QUALIMAX,OSM
Cotonou,6.3664973,2.4132505,hotel,Hotel Saint-Jean,OSM
Cotonou,6.3675598,2.4777622,hospital,Hôpital Minonkpo (ProFam),OSM
Cotonou,6.3655519,2.4809437,school,École primaire publique de Finagnon,OSM
Cotonou,6.3631998,2.4855922,school,Collège d'Enseignement Général Le Littoral,OSM
Cotonou,6.3597883,2.3982066,hotel,Hôtel Bénin Horizon,OSM
Cotonou,6.3691147,2.4723461,school,Ecole Primaire Public de TANTO,OSM
Cotonou,6.3839644,2.4567277,school,Lycée Technique de Kpondehoun,OSM
Cotonou,6.3818625,2.3743029,school,school_unnamed,OSM
Cotonou,6.3680727,2.4232336,school,Groupe Scolaire La Source,OSM
Cotonou,6.3738489,2.4105424,school,Complexe scolère Baptiste,OSM
Cotonou,6.3819359,2.4629101,hospital,Hopital de Zone de Suru Lere,OSM
Cotonou,6.3781538,2.4499392,hospital,Hopital de Zone Ayélawadjè,OSM
Cotonou,6.3615883,2.4381975,hospital,Hôpital de l'enfant et de la mère lagune,OSM
Cotonou,6.3649666,2.4419652,hospital,Centre National Hospitalier et Universitaire de Pneumo-Phtisiologie de Cotonou Lazaret,OSM
Cotonou,6.379536,2.4146763,hospital,Hôpital BETHESDA,OSM
Cotonou,6.3799167,2.4152444,hospital,"Hôpital BETHESDA, Service d'Ophtalmologie",OSM
Cotonou,6.3709387,2.4473923,hospital,Hopital Misséssin,OSM
Cotonou,6.3794415,2.3947654,school,Ecole Béninoise pour les sourds,OSM
Cotonou,6.3799087,2.3960441,school,school_unnamed,OSM
Cotonou,6.3751639,2.3576188,hospital,Anastasia,OSM
Cotonou,6.3711455,2.3573372,school,school_unnamed,OSM
Cotonou,6.3600923,2.3685636,school,school_unnamed,OSM
Cotonou,6.387453,2.4579779,school,school_unnamed,OSM
Cotonou,6.3854351,2.4503562,school,school_unnamed,OSM
Cotonou,6.3854446,2.4514794,school,school_unnamed,OSM
Cotonou,6.3854764,2.4440952,school,school_unnamed,OSM
Cotonou,6.3761436,2.4413815,school,school_unnamed,OSM
Cotonou,6.3697133,2.4410456,school,school_unnamed,OSM
Cotonou,6.3630178,2.3808695,school,school_unnamed,OSM
Cotonou,6.3914639,2.3787024,school,"Complexe scolaire ""Emilie de Villeneuve""",OSM
Cotonou,6.3829615,2.3854689,school,Ecole primaire publique de Sètovi,OSM
Cotonou,6.3872324,2.3727063,school,school_unnamed,OSM
Cotonou,6.379991,2.4044338,school,school_unnamed,OSM
Cotonou,6.3616251,2.4054011,school,"Complexe scolaire Gbégamey-Nord, Groupe A - D",OSM
Cotonou,6.3516999,2.3962041,school,Nigerian International School,OSM
Cotonou,6.3520811,2.3948277,school,Établissement français d'enseignement Montaigne,OSM
Cotonou,6.3626534,2.4376922,school,Lycée technique Coulibaly,OSM
Cotonou,6.363477,2.4298785,school,"Complexe scolaire Gbéto sud - Groupe A, C, D",OSM
Cotonou,6.3861342,2.4334854,school,École primaire publique de Djidjè,OSM
Cotonou,6.3908149,2.4296663,school,École primaire publique de Ladji,OSM
Cotonou,6.3823238,2.4405151,school,school_unnamed,OSM
Cotonou,6.3924502,2.4481152,school,school_unnamed,OSM
Cotonou,6.3922756,2.4514103,school,school_unnamed,OSM
Cotonou,6.3911514,2.4613922,school,school_unnamed,OSM
Cotonou,6.3843496,2.4784603,school,school_unnamed,OSM
Cotonou,6.3718206,2.4773627,school,school_unnamed,OSM
Cotonou,6.3921183,2.390563,school,school_unnamed,OSM
Cotonou,6.3925049,2.399362,school,school_unnamed,OSM
Cotonou,6.3815827,2.366332,school,school_unnamed,OSM
Cotonou,6.3783033,2.3696766,school,school_unnamed,OSM
Cotonou,6.3750567,2.366863,school,school_unnamed,OSM
Cotonou,6.3765234,2.3616569,school,school_unnamed,OSM
Cotonou,6.3779661,2.3846776,hospital,Centre de Santé de la Police Nationale,OSM
Cotonou,6.3900858,2.3656856,hospital,hospital_unnamed,OSM
Cotonou,6.3664812,2.3869562,school,school_unnamed,OSM
Cotonou,6.3510501,2.3719431,school,school_unnamed,OSM
Cotonou,6.3643496,2.4148864,school,Complexe scolaire catholique saint Jean-Baptiste,OSM
Cotonou,6.3662872,2.4149894,school,Groupe Scolaire Saint Jean-Baptiste,OSM
Cotonou,6.3772631,2.4602904,school,Complexe scolaire la Référence SENA,OSM
Cotonou,6.3876979,2.4450924,school,Complexe Scolaire Bouba,OSM
Cotonou,6.3881319,2.4637491,school,Complexe scolaire privé le Génie,OSM
Cotonou,6.3680154,2.3596942,school,Complexe scolaire Victoria,OSM
Cotonou,6.3753213,2.4578802,school,Complexe scolaire les Moineaux,OSM
Cotonou,6.3591419,2.3597706,school,Complexe scolaire privé le Libérateur,OSM
Cotonou,6.3694427,2.3654272,school,École primaire privée Unité d'Agla,OSM
